gene,cell_type,mean_wt,mean_ko,log2fc
NUSAP1,intermediate,0.43615354484919705,0.43027810419114765,-0.01956668831934586
CENPF,intermediate,2.6147669408538974,2.499020759890325,-0.06531947578150035
PTTG1,intermediate,1.3746572659616139,1.3341167254210733,-0.04318706872839716
HJURP,intermediate,0.34292988640814726,0.37426556991774385,0.12614869419166716
UBE2C,intermediate,2.7559733646690168,2.7559733646690168,0.0
RACGAP1,intermediate,0.43791617704661184,0.44144144144144143,0.011567327302721926
NDC80,intermediate,0.41049745397571485,0.40658049353701525,-0.013832273145711142
CDCA3,intermediate,0.46141793967880923,0.4535840188014101,-0.02470428578722321
DLGAP5,intermediate,0.4894242068155112,0.49157853505679594,0.006336462738512171
CDKN3,intermediate,0.42851547199373285,0.472777124951038,0.14181293764727024
NUF2,intermediate,0.4108891500195848,0.44046220133176656,0.1002689829648071
FBXO5,intermediate,0.572855464159812,0.5904817861339601,0.04372137735414098
CCNA2,intermediate,0.46141793967880923,0.4473168820994908,-0.0447768883690544
KIF23,intermediate,0.4120642381511947,0.41421856639247945,0.007522958696800438
UBALD2,intermediate,0.618683901292597,0.6188797493145319,0.0004566213168540587
PRRT2,intermediate,0.35663924794359575,0.34919702311006656,-0.030424219265629354
ELN,intermediate,1.6680376028202115,1.662945554249902,-0.004410877264785026
KIF2C,intermediate,0.5330983157070114,0.5442616529573051,0.029898767641059268
CDC20,intermediate,0.6122209165687427,0.6300430865648257,0.041398157586415164
SGO1,intermediate,0.40403446925186054,0.4114766940853897,0.026332340721978965
CCDC18,intermediate,0.3164904034469252,0.2984723854289072,-0.08456429498329268
SPC25,intermediate,0.39874657265961616,0.38797493145319234,-0.039508681085757565
KIFC1,intermediate,1.3159028593811202,1.063454759106933,-0.3072943319768015
HMMR,intermediate,0.7922052487269878,0.8113983548766157,0.034536117618789955
TTK,intermediate,0.3975714845280063,0.41343517430473953,0.05644685113538002
PIMREG,intermediate,0.49138268703486093,0.4956913435174305,0.012595036675991376
CKS2,intermediate,1.7583235409322366,1.8125734430082256,0.0438388938178344
IER5,intermediate,0.864081472777125,0.8556600078339209,-0.014129685130732445
MIR503HG,intermediate,0.27262044653349,0.26694085389737565,-0.030373648930923848
JUND,intermediate,2.205444575009792,2.198589894242068,-0.004490982984237863
AURKB,intermediate,0.4518213866039953,0.46141793967880923,0.030321535081068624
MEST,intermediate,4.029181355268312,4.009204857030944,-0.007170607010703763
CKAP2,intermediate,0.8141402271837055,0.8117900509204857,-0.004170646236129498
PSRC1,intermediate,0.19643556600078338,0.18174696435566,-0.11212489489104428
TMEM185A,intermediate,0.4132393262828045,0.39776733254994123,-0.05505275916259759
CDCA2,intermediate,0.37309048178613397,0.38973756365060713,0.06297743288515877
CDK1,intermediate,0.6934978456717588,0.6576576576576577,-0.07655461334051572
FOXM1,intermediate,0.4780650215432824,0.07422640031335684,-2.687202525191428
PRC1,intermediate,0.372502937720329,0.38033685859772814,0.030025954478855973
ASPM,intermediate,1.1858597728162945,1.1586368977673325,-0.03350490745403912
HIST1H4C,intermediate,6.924010967489228,6.371327849588719,-0.12001393373544877
HIST2H2AC,intermediate,0.4132393262828045,0.37798668233450844,-0.12864215111350175
CCNB1,intermediate,1.5409322365844105,1.5047003525264395,-0.034327203937361495
NET1,intermediate,0.8926752839796318,0.9110849980415198,0.02945017217526464
LSM5,intermediate,2.0959655307481393,2.0879357618488052,-0.005537665053818982
PBX3,intermediate,0.27222875048962003,0.2651782216999608,-0.03785714389496876
FAM122B,intermediate,0.3537015276145711,0.3409714061887975,-0.05288168967747369
PAX6,intermediate,0.4500587544065805,0.4582843713278496,0.026129731767117678
FANCD2,intermediate,0.3795534665099882,0.3554641598119859,-0.09459902227437712
LIG1,intermediate,0.3615354484919702,0.3172737955346651,-0.1884087393170923
HIST1H1C,intermediate,0.5066588327457893,0.5417156286721504,0.096521102281481
REXO5,intermediate,0.2436349392871132,0.21171171171171171,-0.2026199615030645
UBE2S,intermediate,1.8147277712495105,1.8848413631022327,0.05468996011323251
CDKN2C,intermediate,0.6083039561300431,0.5969447708578144,-0.027194926848848874
HIST1H2AG,intermediate,0.18762240501370936,0.16686251468860164,-0.16917222455368539
TUBA1B,intermediate,13.389737563650607,12.999020759890325,-0.04272473790359004
FIGNL1,intermediate,0.48413631022326675,0.4670975323149236,-0.05168947690279855
CD9,intermediate,1.6030160595377987,1.5955738347042694,-0.006713508504679535
DDB2,intermediate,0.3734821778300039,0.36506071288679987,-0.032902983569365774
NCAPG2,intermediate,0.36799843321582454,0.3538973756365061,-0.05636856039924801
CKS1B,intermediate,1.537406972189581,1.5566000783392089,0.017899218571748074
RTKN2,intermediate,0.3039561300430866,0.30806893850372113,0.019390113165193384
SPC24,intermediate,0.33411672542107324,0.28065021543282415,-0.2515790362335366
HIST1H2BH,intermediate,0.1882099490795143,0.1717587152369761,-0.13195958759482201
NCAPH,intermediate,0.3425381903642773,0.33411672542107324,-0.035912642497203766
HMGB2,intermediate,2.7109283196239717,2.671758715236976,-0.020997242129700118
HIST1H1A,intermediate,0.16392479435957696,0.14845280062671368,-0.14302977346200182
CHEK2,intermediate,0.3676067371719546,0.3570309439874657,-0.042114088675488666
AZI2,intermediate,0.8580101840971406,0.8603603603603603,0.003946284765217865
TROAP,intermediate,0.4195064629847238,0.44672933803368586,0.09070796635231325
VAMP1,intermediate,0.21974148061104584,0.19153936545240893,-0.19816630468987154
COX7B,intermediate,4.124951037994516,4.203486094790443,0.027209305563873416
AL031777.3,intermediate,0.22933803368585978,0.2246376811594203,-0.029875684353762838
TRIM59,intermediate,0.3826870348609479,0.3846455150802977,0.007364462327112961
LRRC45,intermediate,0.24500587544065805,0.2408930669800235,-0.024423473838683752
PIDD1,intermediate,0.3644731688209949,0.35663924794359575,-0.031347132995365456
PITHD1,intermediate,0.7712495103799452,0.7755581668625147,0.008037319055026197
CCSAP,intermediate,0.49138268703486093,0.49862906384645517,0.021119948449517936
PTP4A1,intermediate,0.7900509204857031,0.8298080689385037,0.07083204466343887
SCMH1,intermediate,0.2953388170779475,0.2771249510379945,-0.09183437522836381
PFDN1,intermediate,0.7976889933411673,0.7649823736780259,-0.06039986503929722
SGO2,intermediate,0.38856247551899725,0.3883666274970623,-0.0007273481561549409
H2AFX,intermediate,1.0407363885624754,1.0599294947121034,0.02636361146092905
LIN9,intermediate,0.34038386212299254,0.33431257344300824,-0.025965023709689797
CDK5RAP3,intermediate,0.5652173913043478,0.5307481394437916,-0.09077844808419545
NCAPD2,intermediate,1.1778300039169605,1.2074030552291422,0.03577602668619744
ANP32E,intermediate,1.2352134743439092,1.2473560517038778,0.01411293874402142
SGCE,intermediate,0.8705444575009792,0.8358793576184881,-0.058623242823979405
NEK2,intermediate,0.39678809244026636,0.37309048178613397,-0.08884317618950993
ZNF230,intermediate,0.22385428907168037,0.20603211907559735,-0.11969069836468874
RNF219,intermediate,0.4831570701135919,0.4929494712103408,0.02894750080153997
CDCA5,intermediate,0.47042694868781826,0.47238542890716806,0.005993756181736215
LMO4,intermediate,0.7211124167645907,0.736976106541324,0.03139366267491011
YPEL1,intermediate,0.34939287113200157,0.33313748531139836,-0.06873247405543863
DNAJB1,proliferative,4.410955655679393,4.287408110030827,-0.040985505735305516
HNRNPA1,proliferative,17.806497510078255,17.476879298079204,-0.02695617242552798
VIM,proliferative,42.94379890917714,42.63149158169315,-0.010530288132282456
HBA2,proliferative,0.4697652359497273,0.49419018259426134,0.07312639723723523
EIF1,proliferative,16.09224567227887,16.303059046715674,0.01877702375738333
EEF1B2,proliferative,25.31823571259189,25.678207256343374,0.02036760826479902
CHCHD7,proliferative,0.634574341949253,0.6333886649276737,-0.002698140002095142
EMP3,proliferative,3.2409295707849184,3.1809343134930046,-0.026957089090665878
H1F0,proliferative,0.9096514109556557,0.9724922930993597,0.09637302320660136
LDHB,proliferative,10.901351671804601,10.76428740811003,-0.018254210815637797
RPSA,proliferative,56.90467156746502,55.66753616314916,-0.03171086374683154
PDZD2,proliferative,0.18804837562248045,0.1761916054066872,-0.09395865464910137
OTUD1,proliferative,0.30590467156746504,0.3066160777804126,0.003351209488695475
GAPDH,proliferative,71.88309224567227,72.59426132321556,0.01420303407682503
MIF,proliferative,4.013990988854636,3.9677495850130424,-0.0167164015797403
GNAS,proliferative,18.567939293336494,18.616552051221248,0.0037721868521218937
BNIP3,proliferative,3.9174768792980794,3.8278396964666825,-0.03339434658880785
WSCD1,proliferative,0.2563433720654494,0.24828076831871,-0.04610508062108059
LGALS1,proliferative,16.70476642162675,16.712354754564856,0.0006552120649899849
FKBP4,proliferative,2.449371591178563,2.4133270097225514,-0.021388243686756524
HSPH1,proliferative,2.6509366848470477,2.6808157457908464,0.016169852163988866
CNBP,proliferative,5.740573867678444,5.712354754564856,-0.007109388047137648
FLCN,proliferative,0.47545648565330806,0.5032013279582642,0.08182241940517877
FOXO1,proliferative,0.40265591652833765,0.4218638842779227,0.06723005155098573
SMPDL3A,proliferative,0.4031301873369694,0.38344794877875266,-0.07221506736770757
CCT8,proliferative,4.441071852027508,4.481384870761205,0.0130367206608258
ID2,proliferative,0.6201090822859853,0.6502252786341001,0.06841762453716588
ZNF100,proliferative,0.2947593075646194,0.2859852976049324,-0.04359638900223759
MBD6,proliferative,0.46288830922456725,0.4470002371354043,-0.05038852929607957
HSPA1A,proliferative,0.29167654730851317,0.29286222433009246,0.0058527262254123484
APOE,proliferative,6.248992174531658,6.348114773535689,0.0227046787981804
RPL22L1,proliferative,2.0825231207019206,2.0621294759307567,-0.014197594092380895
ANXA2R,proliferative,0.2546834242352383,0.2328669670381788,-0.12919906314001833
C1orf21,proliferative,0.31349300450557266,0.2995020156509367,-0.06586753750516056
PARK7,proliferative,4.792506521223618,4.848944747450794,0.016890419676393053
PDCD5,proliferative,1.7600189708323453,1.7507706900640265,-0.007600842513879868
GLUL,proliferative,1.8728954232866968,1.8453877163860564,-0.021346387476010826
ING4,proliferative,0.638131373013991,0.6488024662082049,0.02392583920829606
KLF2,proliferative,0.3711169077543277,0.3948304481859142,0.08935951990516407
NDUFS6,proliferative,3.377519563670856,3.402655916528338,0.010697144300065306
TNNT1,proliferative,1.9978657813611571,1.952810054541143,-0.03290803632620493
MYB,proliferative,0.1750059283851079,0.1742945221721603,-0.0058765663030216
WIPF2,proliferative,0.48114773535688876,0.4970358074460517,0.046869851684944216
OTUD3,proliferative,0.44225752904908705,0.4299264880246621,-0.04079670530487895
DUSP1,proliferative,0.7382025136352858,0.746502252786341,0.016129964016578024
NPM1,proliferative,30.289542328669672,29.894000474270808,-0.018963805110166432
MYO19,proliferative,0.44130898743182356,0.4505572682001423,0.029921363092055557
DDRGK1,proliferative,0.7612046478539246,0.7661844913445578,0.00940745324337975
AC244197.2,proliferative,0.2568176428740811,0.23500118567702158,-0.12807627990032763
PTEN,proliferative,0.53497747213659,0.5572682001422813,0.05889368894569915
PLEKHF2,proliferative,0.403841593549917,0.4078728954232867,0.01433012987560892
IP6K2,proliferative,0.6383685084183068,0.5451742945221721,-0.22767194350580872
CLN5,proliferative,0.5058098174057387,0.5041498695755277,-0.00474236880007559
DNAH6,proliferative,0.1889969172397439,0.20607066635048613,0.12477645219146918
CEP72,proliferative,0.22693858193028218,0.2449608726582879,0.11024942391132088
LAMA2,proliferative,0.8190656865069955,0.8292625088925777,0.01784971314713359
DDIT4,proliferative,2.8819065686506997,2.8370879772350013,-0.022612675280332593
FAM83G,proliferative,0.19041972966563908,0.19919373962532605,0.06498933981508592
STIM2,proliferative,0.5200379416646905,0.5098411192791084,-0.028569152141286764
PANK2,proliferative,0.7372539720180223,0.7979606355228835,0.11415588800774348
COMP,proliferative,0.010671093194213896,0.009485416172634575,-0.16992498454274463
HSPA6,proliferative,1.414275551339815,1.3661370642636945,-0.049960999768267615
SF1,proliferative,2.2473322267014466,2.211761916054067,-0.023017320395484802
POLA1,proliferative,0.37941664690538296,0.3711169077543277,-0.03190924786970617
POLH,proliferative,0.28124258951861514,0.2864595684135641,0.026516444685653163
GAMT,proliferative,1.1233104102442495,1.169551814085843,0.05819912777066667
AL450384.1,proliferative,0.14678681527152004,0.16480910599952572,0.1670735673218331
PKN3,proliferative,0.2195873843964904,0.22456722788712355,0.032352232062456424
OBSL1,proliferative,0.8522646431112165,0.8539245909414276,0.0028071906770479695
CCDC28A,proliferative,0.4083471662319184,0.4047901351671805,-0.012622084338060025
CCDC144NL-AS1,proliferative,0.21792743656627936,0.2361868626986009,0.1160808802672537
MYLPF,proliferative,1.0697178088688641,1.0275077069006402,-0.058081049392081
SLC26A5,proliferative,0.0924828076831871,0.1024424946644534,0.14755718689722985
SLC3A2,proliferative,1.804126156035096,1.7908465733934076,-0.010658481492792488
LAMA4,proliferative,1.307801754801992,1.2900165994783022,-0.019754234325834397
MDH2,proliferative,2.2105762390324877,2.238083945933128,0.017841658589877202
PABPN1,proliferative,1.6421626748873608,1.2952335783732511,-0.342384756823311
DNAI1,proliferative,0.18994545885700734,0.19279108370879772,0.021453109554209884
DCP2,proliferative,0.975575053355466,0.9691723974389377,-0.009499550494505755
GPCPD1,proliferative,0.6450082997391511,0.6715674650225278,0.05821461385683836
AC106707.1,proliferative,0.2760256106236661,0.2888309224567228,0.06542307476632432
OAS3,proliferative,0.2167417595447,0.21057623903248754,-0.04163448851307247
EIF2A,proliferative,1.3310410244249467,1.1716860327246859,-0.1839690033670155
MAPK11,proliferative,0.19184254209153426,0.18686269860090113,-0.03794407277318959
ANKH,proliferative,0.27246857955892817,0.2767370168366137,0.02242576297956549
FSTL5,proliferative,0.2295470713777567,0.22978420678207256,0.0014896181340005217
SNRPF,proliferative,4.77235001185677,4.683424235238321,-0.027136129931774083
ZBTB48,proliferative,0.2980792032250415,0.29499644296893524,-0.01499816423932684
RFWD3,proliferative,0.4638368508418307,0.44605169551814083,-0.05640652130502156
RBM4,proliferative,0.5503912734171211,0.5354517429452217,-0.0397010364983475
BANF1,proliferative,3.6810528811951624,3.654493715911786,-0.0104469225183052
DEDD2,proliferative,0.47853924590941427,0.46265117382025134,-0.04871239639379904
AC148476.1,proliferative,0.2243300924828077,0.23926962295470713,0.093014085365415
PPP2R3B,proliferative,0.2840882143704055,0.2760256106236661,-0.0415368497321656
LNCSRLR,proliferative,0.16623191842542093,0.1709746265117382,0.040584814989455396
CDC37,proliferative,1.9105999525729191,1.9127341712117618,0.0016106502151991178
ATL2,proliferative,0.4100071140621295,0.3877163860564382,-0.08064723305453811
MTRNR2L10,proliferative,0.20322504149869575,0.211524780649751,0.057748505529256526
LNX2,proliferative,0.20441071852027506,0.20867915579796065,0.029815654291197057
SULT1E1,proliferative,0.7782783969646668,0.7583590230021342,-0.03740529998469066
GTSE1,proliferative,0.6279345506284089,0.6310173108845151,0.0070653882037780835
TOP2A,proliferative,2.3905620109082286,2.4258951861512923,0.02116738882755799
BIRC5,proliferative,0.6229547071377757,0.6352857481622006,0.028278380663795104
TPX2,proliferative,1.6888783495375859,1.7121176191605407,0.019716401399875627
NUSAP1,proliferative,0.4863647142518378,0.42968935262034624,-0.17874453604236878
CENPF,proliferative,2.468816694332464,2.576950438700498,0.061845068079872965
PTTG1,proliferative,1.393644771164335,1.3658999288593787,-0.029011086638041028
HJURP,proliferative,0.3658999288593787,0.3746739388190657,0.03418649640139724
UBE2C,proliferative,2.7336969409532843,2.8766895897557507,0.07355624101679366
RACGAP1,proliferative,0.4436803414749822,0.4517429452217216,0.025981439081865575
NDC80,proliferative,0.41356414512686746,0.4119041972966564,-0.005802286052475438
CDCA3,proliferative,0.44534028930519326,0.45008299739151053,0.015282929333198563
DLGAP5,proliferative,0.5169551814085843,0.5257291913682712,0.024280635156442642
CDKN3,proliferative,0.42731799857718755,0.48328195399573154,0.17755503996131639
NUF2,proliferative,0.39815034384633624,0.4391747687929808,0.1414818679847266
FBXO5,proliferative,0.5923642399810292,0.584064500829974,-0.02035684907438718
CCNA2,proliferative,0.44273179985771877,0.4711880483756225,0.0898699448266718
KIF23,proliferative,0.39554185439886175,0.41308987431823574,0.0626253349992604
UBALD2,proliferative,0.610149395304719,0.6300687692672516,0.04634677068195413
PRRT2,proliferative,0.3549917002608489,0.3398150343846336,-0.0630356116147654
ELN,proliferative,1.6718046004268436,1.7299027744842306,0.04928472060275298
KIF2C,proliferative,0.5264405975812189,0.5551339815034385,0.0765652577328971
CDC20,proliferative,0.608252312070192,0.6175005928385108,0.02177062263569587
SGO1,proliferative,0.3926962295470714,0.4083471662319184,0.05638246975671032
CCDC18,proliferative,0.31752430637894236,0.3220298790609438,0.02032751885685158
SPC25,proliferative,0.4111927910837088,0.41878112402181644,0.026381444363055614
KIFC1,proliferative,0.9874318235712591,1.157457908465734,0.2292066828796434
HMMR,proliferative,0.8138487076120465,0.7853924590941428,-0.05134687993599272
TTK,proliferative,0.3917476879298079,0.38558216741759543,-0.022886429285530346
PIMREG,proliferative,0.4949015888072089,0.48873606829499644,-0.018086095583803884
CKS2,proliferative,1.786815271520038,1.739625326061181,-0.038613872868229794
IER5,proliferative,0.8641214133270098,0.8330566753616315,-0.05281938251742174
MIR503HG,proliferative,0.2641688404078729,0.2698600901114536,0.030751324851373878
JUND,proliferative,2.113587858667299,2.1690775432772114,0.03738754515687199
AURKB,proliferative,0.47355940241878114,0.4631254446288831,-0.03214238348854506
MEST,proliferative,4.003557031064738,4.036993123073275,0.011998771538520747
CKAP2,proliferative,0.7853924590941428,0.8105288119516244,0.04544972411984745
PSRC1,proliferative,0.19729665639079916,0.17642874081100307,-0.1612809061681637
TMEM185A,proliferative,0.407398624614655,0.38083945933127816,-0.09725814337418864
CDCA2,proliferative,0.3967275314204411,0.3922219587384396,-0.016478210825304766
CDK1,proliferative,0.6793929333649514,0.7052406924353806,0.053869508330322564
FOXM1,proliferative,0.46407398624614654,0.06331515295233578,-2.873732089262075
PRC1,proliferative,0.38487076120464786,0.36874555371116907,-0.06174841936608426
ASPM,proliferative,1.2041735831159592,1.1920796774958502,-0.014562705939983924
HIST1H4C,proliferative,7.037467393881907,6.656153663741996,-0.0803675930033212
HIST2H2AC,proliferative,0.39340763576001897,0.38747925065212235,-0.021905902754072414
CCNB1,proliferative,1.517429452217216,1.557979606355229,0.038046904123218823
NET1,proliferative,0.854873132558691,0.9034858904434432,0.07979173816169612
LSM5,proliferative,2.124496087265829,2.1271045767133034,0.0017702769182366416
PBX3,proliferative,0.2795826416884041,0.2712829025373488,-0.043476666043500804
FAM122B,proliferative,0.34764050272705715,0.34503201327958266,-0.010865950306791312
PAX6,proliferative,0.4662082048849893,0.4429689352620346,-0.07376886646857175
FANCD2,proliferative,0.3594972729428504,0.35926013753853453,-0.0009519598081295075
LIG1,proliferative,0.35309461702632206,0.35760018970832347,0.01829267463508479
HIST1H1C,proliferative,0.5252549205596395,0.5707849181882855,0.11992944281302256
REXO5,proliferative,0.23096988380365188,0.2295470713777567,-0.008914724769031244
UBE2S,proliferative,1.839222195873844,1.8615129238795352,0.017379850550166494
CDKN2C,proliferative,0.5973440834716623,0.5914156983637657,-0.014389656880361168
HIST1H2AG,proliferative,0.17263457434194926,0.17144889732036994,-0.009942803189785066
TUBA1B,proliferative,13.316575764761678,13.109319421389614,-0.022630365228953776
FIGNL1,proliferative,0.48399336020867917,0.48470476642162674,0.0021190139005271263
CD9,proliferative,1.6288830922456723,1.6080151766658761,-0.01860203991835662
DDB2,proliferative,0.3827365425658051,0.3853450320132796,0.009799139499882746
NCAPG2,proliferative,0.3353094617026322,0.3433720654493716,0.034279482172779235
CKS1B,proliferative,1.6025610623666113,1.6058809580270335,0.0029856227299790723
RTKN2,proliferative,0.3201327958264169,0.295470713777567,-0.1156553385380426
SPC24,proliferative,0.31183305667536165,0.31847284799620584,0.030396505151320478
HIST1H2BH,proliferative,0.1956367085605881,0.17216030353331752,-0.18442457013183328
NCAPH,proliferative,0.35688878349537584,0.3500118567702158,-0.028070765507243918
HMGB2,proliferative,2.6770215793217926,2.769267251600664,0.048875520985493116
HIST1H1A,proliferative,0.15935499170026085,0.15745790846573393,-0.01727799132275926
CHEK2,proliferative,0.35665164809106,0.36827128290253736,0.04625326258203333
AZI2,proliferative,0.8349537585961584,0.8551102679630069,0.034414169528481475
TROAP,proliferative,0.4204410718520275,0.47711643348351906,0.18243776849923346
VAMP1,proliferative,0.20251363528574817,0.18923405264405976,-0.09784732289821903
COX7B,proliferative,4.147735356888783,4.144652596632677,-0.0010726664411929827
AL031777.3,proliferative,0.2421152478064975,0.22243300924828077,-0.1223230378351615
TRIM59,proliferative,0.38344794877875266,0.39411904197296654,0.039600703194812154
LRRC45,proliferative,0.23120701920796774,0.2409295707849182,0.059426277883388376
PIDD1,proliferative,0.36898268911548493,0.3445577424709509,-0.09880735707618468
PITHD1,proliferative,0.7898980317761441,0.7894237609675124,-0.0008664835329906176
CCSAP,proliferative,0.47853924590941427,0.48067346454825705,0.006419914347155693
PTP4A1,proliferative,0.8140858430163623,0.7787526677732985,-0.06401573009904596
SCMH1,proliferative,0.2719943087502964,0.2743656627934551,0.012523473045821179
PFDN1,proliferative,0.8000948541617263,0.8074460516955181,0.013194824595451411
SGO2,proliferative,0.39601612520749346,0.37538534503201326,-0.07718684702401685
H2AFX,proliferative,1.0303533317524307,1.1036281716860328,0.09911503361062088
LIN9,proliferative,0.3372065449371591,0.33222670144652594,-0.021464509124467568
CDK5RAP3,proliferative,0.5257291913682712,0.536637419966801,0.02962781434380444
NCAPD2,proliferative,1.2048849893289069,1.2172160303533317,0.014689796400726748
ANP32E,proliferative,1.2288356651648091,1.2769741522409295,0.05543732920721742
SGCE,proliferative,0.8230969883803652,0.8150343846336258,-0.01420151343900996
NEK2,proliferative,0.39696466682475695,0.3720654493715912,-0.09345417533903193
ZNF230,proliferative,0.2155560825231207,0.21508181171448898,-0.003177743650826286
RNF219,proliferative,0.48470476642162674,0.4486601849656154,-0.11148310735910394
CDCA5,proliferative,0.4858904434432061,0.4730851316101494,-0.03853123782116979
LMO4,proliferative,0.7336969409532843,0.7472136589992886,0.026336557532933808
YPEL1,proliferative,0.3545174294522172,0.35285748162200614,-0.006770957958292112
